dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp
29/01/2020,29,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
28/01/2020,28,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
27/01/2020,27,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
26/01/2020,26,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
25/01/2020,25,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
24/01/2020,24,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
23/01/2020,23,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
22/01/2020,22,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
21/01/2020,21,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
20/01/2020,20,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
19/01/2020,19,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
18/01/2020,18,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
17/01/2020,17,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
16/01/2020,16,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
15/01/2020,15,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
14/01/2020,14,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
13/01/2020,13,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
12/01/2020,12,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
11/01/2020,11,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
10/01/2020,10,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
09/01/2020,9,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
08/01/2020,8,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
07/01/2020,7,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
06/01/2020,6,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
05/01/2020,5,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
04/01/2020,4,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
03/01/2020,3,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
02/01/2020,2,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
01/01/2020,1,1,2020,0,0,Denmark,DK,DNK,5806081,Europe
31/12/2019,31,12,2019,0,0,Denmark,DK,DNK,5806081,Europe
05/07/2020,5,7,2020,0,0,Djibouti,DJ,DJI,973557,Africa
04/07/2020,4,7,2020,21,0,Djibouti,DJ,DJI,973557,Africa
03/07/2020,3,7,2020,11,0,Djibouti,DJ,DJI,973557,Africa
02/07/2020,2,7,2020,22,1,Djibouti,DJ,DJI,973557,Africa
01/07/2020,1,7,2020,26,1,Djibouti,DJ,DJI,973557,Africa
30/06/2020,30,6,2020,13,1,Djibouti,DJ,DJI,973557,Africa
29/06/2020,29,6,2020,0,0,Djibouti,DJ,DJI,973557,Africa
28/06/2020,28,6,2020,0,0,Djibouti,DJ,DJI,973557,Africa
27/06/2020,27,6,2020,8,0,Djibouti,DJ,DJI,973557,Africa
26/06/2020,26,6,2020,5,0,Djibouti,DJ,DJI,973557,Africa
25/06/2020,25,6,2020,13,3,Djibouti,DJ,DJI,973557,Africa
24/06/2020,24,6,2020,18,1,Djibouti,DJ,DJI,973557,Africa
23/06/2020,23,6,2020,17,3,Djibouti,DJ,DJI,973557,Africa
22/06/2020,22,6,2020,17,0,Djibouti,DJ,DJI,973557,Africa
21/06/2020,21,6,2020,0,0,Djibouti,DJ,DJI,973557,Africa
20/06/2020,20,6,2020,8,2,Djibouti,DJ,DJI,973557,Africa
19/06/2020,19,6,2020,12,0,Djibouti,DJ,DJI,973557,Africa
18/06/2020,18,6,2020,6,0,Djibouti,DJ,DJI,973557,Africa
17/06/2020,17,6,2020,38,0,Djibouti,DJ,DJI,973557,Africa
16/06/2020,16,6,2020,36,0,Djibouti,DJ,DJI,973557,Africa
15/06/2020,15,6,2020,16,2,Djibouti,DJ,DJI,973557,Africa
14/06/2020,14,6,2020,8,3,Djibouti,DJ,DJI,973557,Africa
13/06/2020,13,6,2020,43,1,Djibouti,DJ,DJI,973557,Africa
12/06/2020,12,6,2020,25,3,Djibouti,DJ,DJI,973557,Africa
11/06/2020,11,6,2020,42,0,Djibouti,DJ,DJI,973557,Africa
10/06/2020,10,6,2020,53,3,Djibouti,DJ,DJI,973557,Africa
09/06/2020,9,6,2020,71,3,Djibouti,DJ,DJI,973557,Africa
08/06/2020,8,6,2020,38,2,Djibouti,DJ,DJI,973557,Africa
07/06/2020,7,6,2020,46,0,Djibouti,DJ,DJI,973557,Africa
06/06/2020,6,6,2020,69,0,Djibouti,DJ,DJI,973557,Africa
05/06/2020,5,6,2020,119,0,Djibouti,DJ,DJI,973557,Africa
04/06/2020,4,6,2020,156,1,Djibouti,DJ,DJI,973557,Africa
03/06/2020,3,6,2020,210,1,Djibouti,DJ,DJI,973557,Africa
02/06/2020,2,6,2020,215,0,Djibouti,DJ,DJI,973557,Africa
01/06/2020,1,6,2020,160,2,Djibouti,DJ,DJI,973557,Africa
31/05/2020,31,5,2020,280,2,Djibouti,DJ,DJI,973557,Africa
30/05/2020,30,5,2020,0,0,Djibouti,DJ,DJI,973557,Africa
29/05/2020,29,5,2020,217,2,Djibouti,DJ,DJI,973557,Africa
28/05/2020,28,5,2020,229,4,Djibouti,DJ,DJI,973557,Africa
27/05/2020,27,5,2020,0,0,Djibouti,DJ,DJI,973557,Africa
26/05/2020,26,5,2020,198,4,Djibouti,DJ,DJI,973557,Africa
25/05/2020,25,5,2020,0,0,Djibouti,DJ,DJI,973557,Africa
24/05/2020,24,5,2020,0,0,Djibouti,DJ,DJI,973557,Africa
23/05/2020,23,5,2020,223,0,Djibouti,DJ,DJI,973557,Africa
22/05/2020,22,5,2020,219,1,Djibouti,DJ,DJI,973557,Africa
21/05/2020,21,5,2020,310,2,Djibouti,DJ,DJI,973557,Africa
20/05/2020,20,5,2020,0,0,Djibouti,DJ,DJI,973557,Africa
19/05/2020,19,5,2020,117,3,Djibouti,DJ,DJI,973557,Africa
18/05/2020,18,5,2020,70,0,Djibouti,DJ,DJI,973557,Africa
17/05/2020,17,5,2020,22,0,Djibouti,DJ,DJI,973557,Africa
16/05/2020,16,5,2020,25,1,Djibouti,DJ,DJI,973557,Africa
15/05/2020,15,5,2020,16,0,Djibouti,DJ,DJI,973557,Africa
14/05/2020,14,5,2020,12,0,Djibouti,DJ,DJI,973557,Africa
13/05/2020,13,5,2020,29,0,Djibouti,DJ,DJI,973557,Africa
12/05/2020,12,5,2020,17,0,Djibouti,DJ,DJI,973557,Africa
11/05/2020,11,5,2020,21,0,Djibouti,DJ,DJI,973557,Africa
10/05/2020,10,5,2020,54,0,Djibouti,DJ,DJI,973557,Africa
09/05/2020,9,5,2020,2,0,Djibouti,DJ,DJI,973557,Africa
08/05/2020,8,5,2020,13,0,Djibouti,DJ,DJI,973557,Africa
07/05/2020,7,5,2020,0,1,Djibouti,DJ,DJI,973557,Africa
06/05/2020,6,5,2020,4,0,Djibouti,DJ,DJI,973557,Africa
05/05/2020,5,5,2020,4,0,Djibouti,DJ,DJI,973557,Africa
04/05/2020,4,5,2020,0,0,Djibouti,DJ,DJI,973557,Africa
03/05/2020,3,5,2020,15,0,Djibouti,DJ,DJI,973557,Africa
02/05/2020,2,5,2020,8,0,Djibouti,DJ,DJI,973557,Africa
01/05/2020,1,5,2020,12,0,Djibouti,DJ,DJI,973557,Africa
30/04/2020,30,4,2020,5,0,Djibouti,DJ,DJI,973557,Africa
29/04/2020,29,4,2020,37,0,Djibouti,DJ,DJI,973557,Africa
28/04/2020,28,4,2020,12,0,Djibouti,DJ,DJI,973557,Africa
27/04/2020,27,4,2020,15,0,Djibouti,DJ,DJI,973557,Africa
26/04/2020,26,4,2020,9,0,Djibouti,DJ,DJI,973557,Africa
25/04/2020,25,4,2020,13,0,Djibouti,DJ,DJI,973557,Africa
24/04/2020,24,4,2020,12,0,Djibouti,DJ,DJI,973557,Africa
23/04/2020,23,4,2020,29,0,Djibouti,DJ,DJI,973557,Africa
22/04/2020,22,4,2020,99,0,Djibouti,DJ,DJI,973557,Africa
21/04/2020,21,4,2020,0,0,Djibouti,DJ,DJI,973557,Africa
20/04/2020,20,4,2020,114,0,Djibouti,DJ,DJI,973557,Africa
19/04/2020,19,4,2020,0,0,Djibouti,DJ,DJI,973557,Africa
18/04/2020,18,4,2020,141,0,Djibouti,DJ,DJI,973557,Africa
17/04/2020,17,4,2020,156,0,Djibouti,DJ,DJI,973557,Africa
16/04/2020,16,4,2020,72,0,Djibouti,DJ,DJI,973557,Africa
15/04/2020,15,4,2020,65,0,Djibouti,DJ,DJI,973557,Africa
14/04/2020,14,4,2020,84,0,Djibouti,DJ,DJI,973557,Africa
13/04/2020,13,4,2020,27,0,Djibouti,DJ,DJI,973557,Africa
12/04/2020,12,4,2020,37,1,Djibouti,DJ,DJI,973557,Africa
11/04/2020,11,4,2020,10,0,Djibouti,DJ,DJI,973557,Africa
10/04/2020,10,4,2020,5,1,Djibouti,DJ,DJI,973557,Africa
09/04/2020,9,4,2020,14,0,Djibouti,DJ,DJI,973557,Africa
08/04/2020,8,4,2020,31,0,Djibouti,DJ,DJI,973557,Africa
07/04/2020,7,4,2020,31,0,Djibouti,DJ,DJI,973557,Africa
06/04/2020,6,4,2020,8,0,Djibouti,DJ,DJI,973557,Africa
05/04/2020,5,4,2020,10,0,Djibouti,DJ,DJI,973557,Africa
04/04/2020,4,4,2020,0,0,Djibouti,DJ,DJI,973557,Africa
03/04/2020,3,4,2020,7,0,Djibouti,DJ,DJI,973557,Africa
02/04/2020,2,4,2020,3,0,Djibouti,DJ,DJI,973557,Africa
01/04/2020,1,4,2020,5,0,Djibouti,DJ,DJI,973557,Africa
31/03/2020,31,3,2020,7,0,Djibouti,DJ,DJI,973557,Africa
30/03/2020,30,3,2020,4,0,Djibouti,DJ,DJI,973557,Africa
29/03/2020,29,3,2020,2,0,Djibouti,DJ,DJI,973557,Africa
28/03/2020,28,3,2020,1,0,Djibouti,DJ,DJI,973557,Africa
27/03/2020,27,3,2020,0,0,Djibouti,DJ,DJI,973557,Africa
26/03/2020,26,3,2020,9,0,Djibouti,DJ,DJI,973557,Africa
25/03/2020,25,3,2020,0,0,Djibouti,DJ,DJI,973557,Africa
24/03/2020,24,3,2020,2,0,Djibouti,DJ,DJI,973557,Africa
23/03/2020,23,3,2020,0,0,Djibouti,DJ,DJI,973557,Africa
22/03/2020,22,3,2020,0,0,Djibouti,DJ,DJI,973557,Africa
21/03/2020,21,3,2020,0,0,Djibouti,DJ,DJI,973557,Africa
20/03/2020,20,3,2020,0,0,Djibouti,DJ,DJI,973557,Africa
19/03/2020,19,3,2020,1,0,Djibouti,DJ,DJI,973557,Africa
05/07/2020,5,7,2020,0,0,Dominica,DM,DMA,71808,America
04/07/2020,4,7,2020,0,0,Dominica,DM,DMA,71808,America
03/07/2020,3,7,2020,0,0,Dominica,DM,DMA,71808,America
02/07/2020,2,7,2020,0,0,Dominica,DM,DMA,71808,America
01/07/2020,1,7,2020,0,0,Dominica,DM,DMA,71808,America
30/06/2020,30,6,2020,0,0,Dominica,DM,DMA,71808,America
29/06/2020,29,6,2020,0,0,Dominica,DM,DMA,71808,America
28/06/2020,28,6,2020,0,0,Dominica,DM,DMA,71808,America
27/06/2020,27,6,2020,0,0,Dominica,DM,DMA,71808,America
26/06/2020,26,6,2020,0,0,Dominica,DM,DMA,71808,America
25/06/2020,25,6,2020,0,0,Dominica,DM,DMA,71808,America
24/06/2020,24,6,2020,0,0,Dominica,DM,DMA,71808,America
23/06/2020,23,6,2020,0,0,Dominica,DM,DMA,71808,America
22/06/2020,22,6,2020,0,0,Dominica,DM,DMA,71808,America
21/06/2020,21,6,2020,0,0,Dominica,DM,DMA,71808,America
20/06/2020,20,6,2020,0,0,Dominica,DM,DMA,71808,America
19/06/2020,19,6,2020,0,0,Dominica,DM,DMA,71808,America
18/06/2020,18,6,2020,0,0,Dominica,DM,DMA,71808,America
17/06/2020,17,6,2020,0,0,Dominica,DM,DMA,71808,America
16/06/2020,16,6,2020,0,0,Dominica,DM,DMA,71808,America
15/06/2020,15,6,2020,0,0,Dominica,DM,DMA,71808,America
14/06/2020,14,6,2020,0,0,Dominica,DM,DMA,71808,America
13/06/2020,13,6,2020,0,0,Dominica,DM,DMA,71808,America
12/06/2020,12,6,2020,0,0,Dominica,DM,DMA,71808,America
11/06/2020,11,6,2020,0,0,Dominica,DM,DMA,71808,America
10/06/2020,10,6,2020,0,0,Dominica,DM,DMA,71808,America
09/06/2020,9,6,2020,0,0,Dominica,DM,DMA,71808,America
08/06/2020,8,6,2020,0,0,Dominica,DM,DMA,71808,America
07/06/2020,7,6,2020,0,0,Dominica,DM,DMA,71808,America
06/06/2020,6,6,2020,0,0,Dominica,DM,DMA,71808,America
05/06/2020,5,6,2020,0,0,Dominica,DM,DMA,71808,America
04/06/2020,4,6,2020,0,0,Dominica,DM,DMA,71808,America
03/06/2020,3,6,2020,0,0,Dominica,DM,DMA,71808,America
02/06/2020,2,6,2020,2,0,Dominica,DM,DMA,71808,America
01/06/2020,1,6,2020,0,0,Dominica,DM,DMA,71808,America
31/05/2020,31,5,2020,0,0,Dominica,DM,DMA,71808,America
30/05/2020,30,5,2020,0,0,Dominica,DM,DMA,71808,America
29/05/2020,29,5,2020,0,0,Dominica,DM,DMA,71808,America
28/05/2020,28,5,2020,0,0,Dominica,DM,DMA,71808,America
27/05/2020,27,5,2020,0,0,Dominica,DM,DMA,71808,America
26/05/2020,26,5,2020,0,0,Dominica,DM,DMA,71808,America
25/05/2020,25,5,2020,0,0,Dominica,DM,DMA,71808,America
24/05/2020,24,5,2020,0,0,Dominica,DM,DMA,71808,America
23/05/2020,23,5,2020,0,0,Dominica,DM,DMA,71808,America
22/05/2020,22,5,2020,0,0,Dominica,DM,DMA,71808,America
21/05/2020,21,5,2020,0,0,Dominica,DM,DMA,71808,America
20/05/2020,20,5,2020,0,0,Dominica,DM,DMA,71808,America
19/05/2020,19,5,2020,0,0,Dominica,DM,DMA,71808,America
18/05/2020,18,5,2020,0,0,Dominica,DM,DMA,71808,America
17/05/2020,17,5,2020,0,0,Dominica,DM,DMA,71808,America
16/05/2020,16,5,2020,0,0,Dominica,DM,DMA,71808,America
15/05/2020,15,5,2020,0,0,Dominica,DM,DMA,71808,America
14/05/2020,14,5,2020,0,0,Dominica,DM,DMA,71808,America
13/05/2020,13,5,2020,0,0,Dominica,DM,DMA,71808,America
12/05/2020,12,5,2020,0,0,Dominica,DM,DMA,71808,America
11/05/2020,11,5,2020,0,0,Dominica,DM,DMA,71808,America
10/05/2020,10,5,2020,0,0,Dominica,DM,DMA,71808,America
09/05/2020,9,5,2020,0,0,Dominica,DM,DMA,71808,America
08/05/2020,8,5,2020,0,0,Dominica,DM,DMA,71808,America
07/05/2020,7,5,2020,0,0,Dominica,DM,DMA,71808,America
06/05/2020,6,5,2020,0,0,Dominica,DM,DMA,71808,America
05/05/2020,5,5,2020,0,0,Dominica,DM,DMA,71808,America
04/05/2020,4,5,2020,0,0,Dominica,DM,DMA,71808,America
03/05/2020,3,5,2020,0,0,Dominica,DM,DMA,71808,America
02/05/2020,2,5,2020,0,0,Dominica,DM,DMA,71808,America
01/05/2020,1,5,2020,0,0,Dominica,DM,DMA,71808,America
30/04/2020,30,4,2020,0,0,Dominica,DM,DMA,71808,America
29/04/2020,29,4,2020,0,0,Dominica,DM,DMA,71808,America
28/04/2020,28,4,2020,0,0,Dominica,DM,DMA,71808,America
27/04/2020,27,4,2020,0,0,Dominica,DM,DMA,71808,America
26/04/2020,26,4,2020,0,0,Dominica,DM,DMA,71808,America
25/04/2020,25,4,2020,0,0,Dominica,DM,DMA,71808,America
24/04/2020,24,4,2020,0,0,Dominica,DM,DMA,71808,America
23/04/2020,23,4,2020,0,0,Dominica,DM,DMA,71808,America
22/04/2020,22,4,2020,0,0,Dominica,DM,DMA,71808,America
21/04/2020,21,4,2020,0,0,Dominica,DM,DMA,71808,America
20/04/2020,20,4,2020,0,0,Dominica,DM,DMA,71808,America
19/04/2020,19,4,2020,0,0,Dominica,DM,DMA,71808,America
18/04/2020,18,4,2020,0,0,Dominica,DM,DMA,71808,America
17/04/2020,17,4,2020,0,0,Dominica,DM,DMA,71808,America
16/04/2020,16,4,2020,0,0,Dominica,DM,DMA,71808,America
15/04/2020,15,4,2020,0,0,Dominica,DM,DMA,71808,America
14/04/2020,14,4,2020,0,0,Dominica,DM,DMA,71808,America
13/04/2020,13,4,2020,0,0,Dominica,DM,DMA,71808,America
12/04/2020,12,4,2020,0,0,Dominica,DM,DMA,71808,America
11/04/2020,11,4,2020,0,0,Dominica,DM,DMA,71808,America
10/04/2020,10,4,2020,1,0,Dominica,DM,DMA,71808,America
09/04/2020,9,4,2020,0,0,Dominica,DM,DMA,71808,America
08/04/2020,8,4,2020,0,0,Dominica,DM,DMA,71808,America
07/04/2020,7,4,2020,1,0,Dominica,DM,DMA,71808,America
06/04/2020,6,4,2020,0,0,Dominica,DM,DMA,71808,America
05/04/2020,5,4,2020,0,0,Dominica,DM,DMA,71808,America
04/04/2020,4,4,2020,2,0,Dominica,DM,DMA,71808,America
03/04/2020,3,4,2020,0,0,Dominica,DM,DMA,71808,America
02/04/2020,2,4,2020,1,0,Dominica,DM,DMA,71808,America
01/04/2020,1,4,2020,0,0,Dominica,DM,DMA,71808,America
31/03/2020,31,3,2020,0,0,Dominica,DM,DMA,71808,America
30/03/2020,30,3,2020,0,0,Dominica,DM,DMA,71808,America
29/03/2020,29,3,2020,0,0,Dominica,DM,DMA,71808,America
28/03/2020,28,3,2020,0,0,Dominica,DM,DMA,71808,America
27/03/2020,27,3,2020,4,0,Dominica,DM,DMA,71808,America
26/03/2020,26,3,2020,5,0,Dominica,DM,DMA,71808,America
25/03/2020,25,3,2020,1,0,Dominica,DM,DMA,71808,America
24/03/2020,24,3,2020,0,0,Dominica,DM,DMA,71808,America
23/03/2020,23,3,2020,1,0,Dominica,DM,DMA,71808,America
05/07/2020,5,7,2020,1036,11,Dominican_Republic,DO,DOM,10738957,America
04/07/2020,4,7,2020,951,10,Dominican_Republic,DO,DOM,10738957,America
03/07/2020,3,7,2020,810,11,Dominican_Republic,DO,DOM,10738957,America
02/07/2020,2,7,2020,819,7,Dominican_Republic,DO,DOM,10738957,America
01/07/2020,1,7,2020,752,14,Dominican_Republic,DO,DOM,10738957,America
30/06/2020,30,6,2020,443,7,Dominican_Republic,DO,DOM,10738957,America
29/06/2020,29,6,2020,754,8,Dominican_Republic,DO,DOM,10738957,America
28/06/2020,28,6,2020,855,6,Dominican_Republic,DO,DOM,10738957,America
27/06/2020,27,6,2020,623,14,Dominican_Republic,DO,DOM,10738957,America
26/06/2020,26,6,2020,510,7,Dominican_Republic,DO,DOM,10738957,America
25/06/2020,25,6,2020,695,16,Dominican_Republic,DO,DOM,10738957,America
24/06/2020,24,6,2020,566,6,Dominican_Republic,DO,DOM,10738957,America
23/06/2020,23,6,2020,693,7,Dominican_Republic,DO,DOM,10738957,America
22/06/2020,22,6,2020,899,7,Dominican_Republic,DO,DOM,10738957,America
21/06/2020,21,6,2020,710,8,Dominican_Republic,DO,DOM,10738957,America
20/06/2020,20,6,2020,423,12,Dominican_Republic,DO,DOM,10738957,America
19/06/2020,19,6,2020,540,2,Dominican_Republic,DO,DOM,10738957,America
18/06/2020,18,6,2020,419,18,Dominican_Republic,DO,DOM,10738957,America
17/06/2020,17,6,2020,415,10,Dominican_Republic,DO,DOM,10738957,America
16/06/2020,16,6,2020,309,13,Dominican_Republic,DO,DOM,10738957,America
15/06/2020,15,6,2020,390,15,Dominican_Republic,DO,DOM,10738957,America
14/06/2020,14,6,2020,564,9,Dominican_Republic,DO,DOM,10738957,America
13/06/2020,13,6,2020,571,7,Dominican_Republic,DO,DOM,10738957,America
12/06/2020,12,6,2020,629,11,Dominican_Republic,DO,DOM,10738957,America
11/06/2020,11,6,2020,393,6,Dominican_Republic,DO,DOM,10738957,America
10/06/2020,10,6,2020,289,5,Dominican_Republic,DO,DOM,10738957,America
09/06/2020,9,6,2020,526,1,Dominican_Republic,DO,DOM,10738957,America
08/06/2020,8,6,2020,405,2,Dominican_Republic,DO,DOM,10738957,America
07/06/2020,7,6,2020,487,11,Dominican_Republic,DO,DOM,10738957,America
06/06/2020,6,6,2020,389,5,Dominican_Republic,DO,DOM,10738957,America
05/06/2020,5,6,2020,279,4,Dominican_Republic,DO,DOM,10738957,America
04/06/2020,4,6,2020,288,1,Dominican_Republic,DO,DOM,10738957,America
03/06/2020,3,6,2020,180,13,Dominican_Republic,DO,DOM,10738957,America
02/06/2020,2,6,2020,287,0,Dominican_Republic,DO,DOM,10738957,America
01/06/2020,1,6,2020,377,4,Dominican_Republic,DO,DOM,10738957,America
31/05/2020,31,5,2020,377,10,Dominican_Republic,DO,DOM,10738957,America
30/05/2020,30,5,2020,463,3,Dominican_Republic,DO,DOM,10738957,America
29/05/2020,29,5,2020,345,11,Dominican_Republic,DO,DOM,10738957,America
28/05/2020,28,5,2020,459,6,Dominican_Republic,DO,DOM,10738957,America
27/05/2020,27,5,2020,191,8,Dominican_Republic,DO,DOM,10738957,America
26/05/2020,26,5,2020,651,2,Dominican_Republic,DO,DOM,10738957,America
25/05/2020,25,5,2020,0,0,Dominican_Republic,DO,DOM,10738957,America
24/05/2020,24,5,2020,433,2,Dominican_Republic,DO,DOM,10738957,America
23/05/2020,23,5,2020,332,8,Dominican_Republic,DO,DOM,10738957,America
22/05/2020,22,5,2020,180,2,Dominican_Republic,DO,DOM,10738957,America
21/05/2020,21,5,2020,254,5,Dominican_Republic,DO,DOM,10738957,America
20/05/2020,20,5,2020,498,7,Dominican_Republic,DO,DOM,10738957,America
19/05/2020,19,5,2020,411,6,Dominican_Republic,DO,DOM,10738957,America
18/05/2020,18,5,2020,421,4,Dominican_Republic,DO,DOM,10738957,America
17/05/2020,17,5,2020,154,0,Dominican_Republic,DO,DOM,10738957,America
16/05/2020,16,5,2020,419,2,Dominican_Republic,DO,DOM,10738957,America
15/05/2020,15,5,2020,124,13,Dominican_Republic,DO,DOM,10738957,America
14/05/2020,14,5,2020,296,7,Dominican_Republic,DO,DOM,10738957,America
13/05/2020,13,5,2020,266,9,Dominican_Republic,DO,DOM,10738957,America
12/05/2020,12,5,2020,287,5,Dominican_Republic,DO,DOM,10738957,America
11/05/2020,11,5,2020,465,3,Dominican_Republic,DO,DOM,10738957,America
10/05/2020,10,5,2020,506,5,Dominican_Republic,DO,DOM,10738957,America
09/05/2020,9,5,2020,281,7,Dominican_Republic,DO,DOM,10738957,America
08/05/2020,8,5,2020,288,11,Dominican_Republic,DO,DOM,10738957,America
07/05/2020,7,5,2020,327,8,Dominican_Republic,DO,DOM,10738957,America
06/05/2020,6,5,2020,245,8,Dominican_Republic,DO,DOM,10738957,America
05/05/2020,5,5,2020,281,13,Dominican_Republic,DO,DOM,10738957,America
04/05/2020,4,5,2020,376,7,Dominican_Republic,DO,DOM,10738957,America
03/05/2020,3,5,2020,290,13,Dominican_Republic,DO,DOM,10738957,America
02/05/2020,2,5,2020,316,12,Dominican_Republic,DO,DOM,10738957,America
01/05/2020,1,5,2020,320,8,Dominican_Republic,DO,DOM,10738957,America
30/04/2020,30,4,2020,236,7,Dominican_Republic,DO,DOM,10738957,America
29/04/2020,29,4,2020,281,8,Dominican_Republic,DO,DOM,10738957,America
28/04/2020,28,4,2020,0,0,Dominican_Republic,DO,DOM,10738957,America
27/04/2020,27,4,2020,209,5,Dominican_Republic,DO,DOM,10738957,America
26/04/2020,26,4,2020,177,6,Dominican_Republic,DO,DOM,10738957,America
25/04/2020,25,4,2020,206,2,Dominican_Republic,DO,DOM,10738957,America
24/04/2020,24,4,2020,243,5,Dominican_Republic,DO,DOM,10738957,America
23/04/2020,23,4,2020,256,15,Dominican_Republic,DO,DOM,10738957,America
22/04/2020,22,4,2020,80,10,Dominican_Republic,DO,DOM,10738957,America
21/04/2020,21,4,2020,284,9,Dominican_Republic,DO,DOM,10738957,America
20/04/2020,20,4,2020,345,9,Dominican_Republic,DO,DOM,10738957,America
19/04/2020,19,4,2020,209,17,Dominican_Republic,DO,DOM,10738957,America
18/04/2020,18,4,2020,371,4,Dominican_Republic,DO,DOM,10738957,America
17/04/2020,17,4,2020,141,7,Dominican_Republic,DO,DOM,10738957,America
16/04/2020,16,4,2020,328,6,Dominican_Republic,DO,DOM,10738957,America
15/04/2020,15,4,2020,119,6,Dominican_Republic,DO,DOM,10738957,America
14/04/2020,14,4,2020,200,4,Dominican_Republic,DO,DOM,10738957,America
13/04/2020,13,4,2020,208,38,Dominican_Republic,DO,DOM,10738957,America
12/04/2020,12,4,2020,139,9,Dominican_Republic,DO,DOM,10738957,America
11/04/2020,11,4,2020,271,8,Dominican_Republic,DO,DOM,10738957,America
10/04/2020,10,4,2020,238,10,Dominican_Republic,DO,DOM,10738957,America
09/04/2020,9,4,2020,155,10,Dominican_Republic,DO,DOM,10738957,America
08/04/2020,8,4,2020,128,12,Dominican_Republic,DO,DOM,10738957,America
07/04/2020,7,4,2020,83,4,Dominican_Republic,DO,DOM,10738957,America
06/04/2020,6,4,2020,167,5,Dominican_Republic,DO,DOM,10738957,America
05/04/2020,5,4,2020,90,9,Dominican_Republic,DO,DOM,10738957,America
04/04/2020,4,4,2020,108,8,Dominican_Republic,DO,DOM,10738957,America
03/04/2020,3,4,2020,96,3,Dominican_Republic,DO,DOM,10738957,America
02/04/2020,2,4,2020,175,6,Dominican_Republic,DO,DOM,10738957,America
01/04/2020,1,4,2020,208,9,Dominican_Republic,DO,DOM,10738957,America
31/03/2020,31,3,2020,42,3,Dominican_Republic,DO,DOM,10738957,America
30/03/2020,30,3,2020,140,11,Dominican_Republic,DO,DOM,10738957,America
29/03/2020,29,3,2020,138,8,Dominican_Republic,DO,DOM,10738957,America
28/03/2020,28,3,2020,93,10,Dominican_Republic,DO,DOM,10738957,America
27/03/2020,27,3,2020,96,0,Dominican_Republic,DO,DOM,10738957,America
26/03/2020,26,3,2020,80,4,Dominican_Republic,DO,DOM,10738957,America
25/03/2020,25,3,2020,67,3,Dominican_Republic,DO,DOM,10738957,America
24/03/2020,24,3,2020,43,0,Dominican_Republic,DO,DOM,10738957,America
23/03/2020,23,3,2020,90,0,Dominican_Republic,DO,DOM,10738957,America
22/03/2020,22,3,2020,78,1,Dominican_Republic,DO,DOM,10738957,America
21/03/2020,21,3,2020,13,2,Dominican_Republic,DO,DOM,10738957,America
20/03/2020,20,3,2020,0,0,Dominican_Republic,DO,DOM,10738957,America
19/03/2020,19,3,2020,10,0,Dominican_Republic,DO,DOM,10738957,America
18/03/2020,18,3,2020,0,0,Dominican_Republic,DO,DOM,10738957,America
17/03/2020,17,3,2020,0,0,Dominican_Republic,DO,DOM,10738957,America
16/03/2020,16,3,2020,0,0,Dominican_Republic,DO,DOM,10738957,America
15/03/2020,15,3,2020,0,0,Dominican_Republic,DO,DOM,10738957,America
14/03/2020,14,3,2020,6,0,Dominican_Republic,DO,DOM,10738957,America
10/03/2020,10,3,2020,3,0,Dominican_Republic,DO,DOM,10738957,America
07/03/2020,7,3,2020,1,0,Dominican_Republic,DO,DOM,10738957,America
02/03/2020,2,3,2020,1,0,Dominican_Republic,DO,DOM,10738957,America
01/03/2020,1,3,2020,0,0,Dominican_Republic,DO,DOM,10738957,America
29/02/2020,29,2,2020,0,0,Dominican_Republic,DO,DOM,10738957,America
28/02/2020,28,2,2020,0,0,Dominican_Republic,DO,DOM,10738957,America
27/02/2020,27,2,2020,0,0,Dominican_Republic,DO,DOM,10738957,America
26/02/2020,26,2,2020,0,0,Dominican_Republic,DO,DOM,10738957,America
